Actual,Predicted
1336377.8252537115,1316131.2589681647
1739761.372611396,1665507.307294075
1599911.367564835,1669733.1475686994
1673294.2461963831,1691449.9403368398
1808341.465666734,1811540.9255079874
1669681.2313844662,1561130.5525575257
777144.2542493446,871653.1725792498
1229702.9483640655,1388133.815833279
1479295.570937294,1592997.951384407
1213351.6322268366,1395691.967825151
1188255.081499023,1131726.0582123208
1406437.6853738874,1458779.9538538973
962591.6565767032,891374.4719057907
934408.7142813632,931698.5140682231
1098518.1336854908,1124304.2558884076
1063069.916425088,1193323.7054403163
1064685.698733535,1091592.9455919676
1404540.75846632,1348963.8110688473
1102821.4381808082,1104536.6239701067
1053891.644863874,1046456.307623005
1817829.5296757591,1843058.8252207278
1128045.1047880338,1275068.5416101776
1182459.7716636744,1197160.866323636
2050594.045506314,1990136.1205035928
1057697.7028297973,1176744.2652214738
533386.7712388085,667583.0367867039
1578141.0531342432,1516392.1069089249
1239318.1308763127,1212260.1182414438
1182670.135034575,1128719.0521838455
1598615.9744864176,1739330.7525998973
966084.4204303528,871169.4443347254
1025701.5949167036,974154.7236270928
1314770.4699493768,1332469.1004049173
1128895.1249507668,911575.2431429191
1473680.6037391997,1329757.9835205935
1440106.863891462,1271176.7798882364
983994.2668686192,969685.5450954237
1065907.0809130038,1237366.8578785965
2059301.3434198145,1994675.99402794
1471746.5551187624,1499397.5831728582
1161457.8482887049,1144506.386817858
1825858.2550705376,1889168.16698317
1693693.5531272253,1541367.0944137154
1246791.0287114407,1257269.8752627186
1167621.046449695,1267247.9136560145
1405059.641674222,1336569.183125922
294170.746352692,254359.76251078537
1181663.4835711485,1132978.9324988518
1085218.858707077,1250303.3325272598
1418045.7187906946,1365428.444644779
1661592.7891103032,1732393.2679748484
980141.2191076672,1052121.0039621047
885920.553249364,1057655.726441293
1445804.8316514797,1426851.8991417051
812512.2412531745,931652.728254322
856383.5013562267,873305.0591678624
1739893.5550495968,1645672.6163207009
1384787.457430071,1185589.2236219426
1353729.53334886,1342919.22689137
889845.6011902957,819458.17900758
1494241.2261904366,1567414.7470938605
1290043.366614489,1353045.0508653466
1813856.3141206936,1815382.6821094477
1306207.1106829576,1260538.1936436188
1165877.6686129526,1229246.9928772282
661043.3565144942,652343.9033379462
1273631.2670727102,1332032.9662070437
288708.9121479006,396980.05291141523
1317234.042879586,1289210.071099895
1238396.412062526,1354459.9263405818
1605398.5719999787,1596178.099248841
946182.0501766272,1021632.661439132
1073857.0687590768,1159334.3510932368
1619721.7162305776,1482395.22158464
1594415.2262912183,1609847.3420305732
1210184.01761757,1335312.9301303308
1846350.0200436213,1783876.3471833202
1772390.553273201,1793447.9551185477
989643.0313890134,951394.7319498044
1087802.8877692306,1242179.7973554353
1085101.324005708,1136657.7726549744
1417691.112792915,1508191.0407987088
1397341.8559937114,1172886.5091830348
1533492.7965596502,1576351.524306348
1522083.944153087,1615885.2330751992
266298.8811183604,327611.0402500583
492984.5946724443,422942.4768488966
729989.3499281745,811331.3037640066
1562887.224519957,1808897.077896983
965136.3385167392,1159132.3872322221
1249173.6911755214,1289266.6623336733
401148.5687913792,488988.84931371734
1351007.0408580992,1363457.3965752167
1723706.7585228554,1793468.6693886924
557228.7841971011,533388.8896618579
1000713.586327404,900341.73990583
1205706.714723642,1232709.343990523
1288490.2684409255,1212377.7710672435
1094574.185214063,1146287.429573846
1501497.532370449,1545046.2367378375
1421216.5044408585,1399612.3549416205
818057.8953027214,814215.9716072995
828127.0276465778,916345.9904578198
1729559.809131306,1723349.6340810112
982344.8120638996,1074743.5581751135
1122083.2511626473,1265962.475382117
1620949.4369105955,1559388.309955494
1176111.78829563,1149953.576224389
1194191.8785113744,1087207.4897087454
1518787.7610306498,1722615.5168483728
1385783.5170925185,1399186.708832567
1122240.3639845713,1097796.3389323363
1671669.451734201,1641393.7783334716
1135676.1831042888,1062423.6144460975
1859883.6612404825,1729046.9429540192
1214482.378653457,1040684.5604980583
1506798.7549083135,1364486.7097207643
1518706.282893025,1349432.19082116
1289042.121469333,1332996.021222976
948366.9678974455,997310.0247926749
1363106.125282448,1343345.5607126136
1232209.4762014195,1130258.818431906
1524621.7282514698,1562977.1203691238
1492786.6274919594,1713375.5191573813
1976170.089433933,2038952.1285173544
806121.8394432169,832342.0431254203
961354.287727855,1047501.5594659378
1202987.8293471355,1139931.208762281
904785.1631560352,941123.8147177272
1217021.518740754,1374460.0603675307
854812.2579554294,818674.0236316919
1281741.1633804708,1249536.7818335588
1446597.122057405,1367520.3726326558
1460450.981476153,1500542.7411038927
2275455.305532437,2225500.0483453595
585608.6326222321,778523.7483078395
1178272.2974772786,1192626.621360281
1002974.2146829072,1099310.2112857131
1367641.27038369,1273539.9352333061
1580691.6168731612,1625347.527402748
867044.9596419198,921746.5992527795
1158171.72512284,1009357.4562649857
1551094.8149781222,1593603.8560057175
856261.615200036,849261.1118006958
931357.9954219256,847204.501159688
485533.68035768607,574058.0914090471
1869886.305262404,1801513.4152919124
1381117.7013514298,1486434.3691168996
1726719.066744131,1680233.4095779392
1244631.5193582582,1234059.8520407113
1270047.528129398,1356748.8558582747
1250882.2917570665,1102708.6794699659
1228978.2329648542,1196618.6359420177
1052567.6986714758,1125310.292933831
963655.5773858128,1077745.4297640435
1104701.234420732,1044616.0023034569
2056692.7682508717,2011897.5452720034
805433.7396581171,753806.7432114789
984349.6141548756,1129598.8191587534
1537310.6164231747,1354844.789582015
1481946.194076499,1582284.2149748304
1107077.912966575,1133547.935776684
1049823.9959112804,1129580.6253251825
1656080.0890892637,1555944.06682953
1510659.228170966,1470195.3511158535
1168993.7588005515,1172321.8406948564
1014548.2326294322,1060818.0563505911
1914072.947788136,1732601.3960839226
1082825.6379373989,1100994.3157351506
1919693.23049382,1878780.4066820466
1012768.7562290148,954239.4265662017
152071.87474956046,228398.41180719947
1394518.4154676315,1471473.5718790595
1422195.8794505682,1350570.67358243
1876746.4866277915,1967674.687827
503065.50562420936,474340.0534717343
942838.1647218134,1079396.0931273
1454834.9824772594,1402448.6576792845
1037147.4674024236,1035732.6272043749
862865.8153196024,793214.9013427407
1538039.5989438992,1447270.1911845016
1202227.9566643513,1104296.3433332602
1748864.714526891,1696459.8899212074
1211110.0840824863,1107637.655114409
1080735.9840692123,1076464.469898587
1591383.7352199997,1708920.0685568298
1020145.9725180224,1136026.7347474755
905435.84288734,874928.9094408029
847387.2057853508,873228.3308575372
583016.7918965971,569617.5748404991
1574919.9063463008,1542461.611170845
1282258.0932930836,1215110.7446613181
1809154.2893631735,1753963.0337369055
744291.0273210739,781398.1453376417
1143215.0294731287,1004306.2413582322
1558196.968571363,1694821.1334290816
566645.8578321565,615296.6756217186
1324470.4414750012,1237984.1697806944
1555490.6208630777,1594814.572732939
1347279.207217475,1332664.9758699168
1115549.268055736,1113230.218614601
1153516.9190034647,1281878.251279925
954114.5439535476,897958.0064091319
799124.8491575408,814918.4628227171
1638541.9393635048,1550409.6690225685
1177744.973092636,1362114.6671386366
1249092.9279203585,1256038.232732968
1323952.027425176,1232815.3051873394
1455737.134904127,1501090.0183078903
1121093.1745067632,925497.3640976339
1266747.8295374303,1332812.709474504
1071109.9165850952,1089574.2701021847
1116351.7534385773,964058.5132655748
1245785.0509590923,1065697.9901760998
885204.9786583288,942515.8027714551
934111.6355005292,969760.3939921437
1155801.2529854416,1048238.8106578048
1689690.754265426,1649274.8576586857
1078577.267042615,1166441.2001262628
1045704.700328456,1314740.1951640607
1560693.0982718563,1623825.6791773918
1192677.550021043,1125251.0308990376
1474417.2717291806,1297842.3071828173
1464710.2063623553,1358195.0405639084
883147.4710432091,1048827.8656636635
1032043.2117639716,1048067.7841076571
1451658.8772407244,1445465.6189070852
1068492.6129947894,1313844.8368898467
1004430.3243619604,1058491.2541628475
1986811.1701954128,1955018.38478109
1617114.9439703785,1517211.7335929354
1159953.5929204985,1202692.4869297226
1865071.409637264,1980594.8211652036
547918.3263781852,683518.6496053403
1872191.5481572845,1722547.217845512
1382998.251065435,1460665.2113337303
1499243.167565391,1411228.1418329035
1056976.974840432,1073798.4780382328
1009854.70493643,1053578.8821579386
1449409.4356042852,1208926.692620982
1073355.783703826,999590.3129920089
1151341.850204358,1089743.47056919
716344.6279481957,802042.2030990343
894251.0686357756,971869.5808274322
849008.7046985144,802134.3005043217
798639.6541779223,873618.5699217701
1450122.715015601,1381055.4672393114
1111710.900422078,1123835.5003274423
1409439.0758724706,1300122.259421953
1521730.791403271,1435753.4324714732
1198725.4871449017,1356788.6858408465
1430796.7625697944,1553717.9025781918
1924155.5815279875,1869717.9873967138
840272.8648923194,948588.9017405333
587007.8442399998,717073.6262488714
1660295.795958334,1589050.400982007
1603944.379937469,1456997.949357931
664465.3309873971,663504.1340281521
1792753.4995637876,1748247.85992426
1360908.3196200058,1314481.4011260043
1774715.4835760146,1799555.0715952585
768541.9161245954,836783.4986406178
1206393.1814995254,1305257.308713913
1656401.8371527654,1586045.6360716964
1222760.8580467268,1319357.8755803052
1550036.518714004,1666643.0948769427
922514.0879743272,934618.2735086973
1638969.269045829,1697120.490906132
1063344.634927028,1166878.8140639123
1591934.1903279135,1560168.0924249268
1228362.746896066,1207775.4823859069
2115010.703597609,2186650.0330089484
764756.0934618785,1052056.8388972483
1061552.021890478,1087810.4884093036
839194.0689419047,690344.1162724053
1290755.036070184,1229244.7458452885
1200653.345481142,1239472.690562048
990894.0536887128,1235381.2916187365
885709.7642844076,931274.5603135419
1467271.5557894418,1505336.9497019849
1218011.060787834,1276045.8699593968
1051567.9457782458,952853.6380723235
1059033.5578701235,1225941.6388259553
1220276.5513435022,1192088.929404369
1149524.698591107,1126486.55496237
1628490.7929731046,1432278.8133621584
685355.4168064342,654079.6493813093
982790.8710036384,896707.1164428424
231189.8209898588,297797.4638341409
1166333.8865033598,1319490.1414403436
737202.457611395,806726.094212295
1474466.879984229,1234306.9057248002
1126137.681408579,1104670.2405436733
997827.2537752064,914356.2210163628
1047452.5080813532,1126952.7447304195
1582261.7011689504,1748010.8813100155
449331.5835333807,557709.2746881917
886321.0235719315,889305.0784795061
1210026.0312604236,1320016.5773979784
1204117.4186541142,1105938.7467310922
1321257.2505720856,1272155.4612239213
652752.9727099423,774536.5280304891
1381482.6850124071,1272199.4906954472
1522143.6413856596,1414579.4800746553
1562573.061081018,1439745.2037551552
1204939.9039192782,1245642.7476122882
1047012.2705665716,975472.9956826773
999970.67942849,963065.686037696
1340909.7986568718,1407379.4594517397
1347083.0697067634,1230425.8989836527
1473278.4414731169,1412606.1626839219
943309.4486039542,1038525.5214336631
461473.56652671896,410104.4945947882
1907859.0589315053,1829180.8814093838
863297.1766934411,1001288.6890333039
1592768.2418269338,1603696.1552742948
2054897.0092689176,1897788.3664067513
729688.5926317396,843631.8788060076
997448.7280769936,944755.1016584444
1930143.831202199,2022446.2370961192
1009972.0834733574,899235.13369135
990725.6517571053,1106482.3338713963
1869113.6110749368,1852596.4804140083
1448995.1146448432,1379212.8198487698
1273120.2588270574,1348853.0853743604
658646.1847265189,842938.5756416861
1749820.0141306592,1870130.9392015054
1053484.8692001966,1048403.0322405468
809121.1058431822,839932.2307409034
1161742.677446362,1244600.843398639
840682.6088766105,945533.994793429
1063182.696182345,1004796.3625187245
1208761.0558371514,1294077.4223438129
1046030.1142282496,1171242.0195883443
1548598.7545692646,1518840.8042843142
1103352.6009398182,1102298.094434389
1220591.006042053,1288081.3949978207
641484.2385493759,674329.5686606225
437146.0203506594,673506.0220775926
693931.501505761,845005.0842392202
1434144.2608724642,1485061.532755732
1975538.4157534216,1760939.6445210516
530613.7955692228,620645.0042530182
1452153.8490584374,1267590.9836333436
778546.1621435221,898495.7448916873
1140209.0775234113,1159514.9346813778
673571.3460100302,751598.4465804729
1302748.857596481,1155839.3656409774
1263743.970748335,1259459.834168397
742449.3106376197,776256.4815291031
1387701.1110529576,1325826.0384201854
1002192.5820706816,930798.784696952
999146.8693743936,1068594.9569394612
1151189.6422095394,1108294.8015464288
1636559.240604262,1537178.876759897
905328.7691457036,809193.6753061228
1299430.1759553957,1374389.6329198158
1618721.1384298413,1582454.7568111657
1046721.9761732472,1217644.0478112325
1910484.642346804,1845537.6492610318
1580727.450288832,1724386.570153546
1205138.1806132866,1075870.1397353052
1348804.229340074,1265096.1131034475
1789098.5206914945,1800832.3668589196
1339142.80508292,1292697.4372272245
1392537.290354905,1369289.9060903825
957806.002679502,981042.0645582299
1402146.87334661,1329702.896670905
1092649.7088299526,1055488.5752561581
982298.0365595416,1008094.316232882
1481146.950498894,1402983.7167641777
1641749.651205491,1572947.3636197778
1305070.0130524288,1228604.0130296992
1204400.6157420955,1285582.5505533996
1358526.7412621249,1297137.89828448
1300133.9667015576,1415211.3267176044
1084013.7849062877,1112470.5114427847
1591022.9035030273,1648422.1306261322
1348883.321478542,1353464.878696762
894292.0474101036,804897.9913482047
1133084.3238238392,1100685.4190165224
1251757.1930129784,1095280.0816390812
1530848.0941090384,1409287.5475595156
1367619.9234428834,1459834.0867272965
1582140.0596046257,1481684.5073807966
1504441.0101502882,1426890.9810365285
1102259.5385569,1234793.4040537593
1883481.075479004,1871878.6851443849
1155513.1752000046,1264339.84453772
1567859.0727812082,1601771.6871574237
1345004.119756513,1355232.5578567446
1283996.96848927,1322899.6805392047
1185310.2673441938,1236893.1979140984
1289190.7626395207,1271177.265454994
1221827.821998858,1132211.4839376141
1575966.5525391516,1705026.196072143
1252663.6213763226,1409744.704337929
2330289.700683439,2270524.3725856147
1270999.9393805678,1213722.5539789926
879062.5907073612,901710.3752368437
1291759.392660681,1254172.296063919
1573580.2338345246,1541178.1133042201
412269.2033995612,661094.625602277
1335848.3322776183,1386644.6616562302
852268.6716506324,876712.0364722786
1120894.8041941738,1110048.556816657
1549303.4985165622,1352489.9045197563
1658381.0058753565,1695933.1253249268
1440897.4124288629,1420012.942153397
1890056.385193676,1827207.4660612359
1373512.3017761726,1123012.6707347995
1210366.528822683,1360294.4576601642
1364029.16836528,1227395.8267477122
1190867.437364912,1250938.8364551333
1696086.168104268,1768011.4303470398
886815.9435970848,953026.6550808237
1471799.6763039234,1477331.658729849
1259733.6438110752,1261810.3222980131
353240.05467269185,429195.2709737099
607858.9911712976,710962.2288485547
1692335.9636187928,1695014.5145329596
1205962.994953347,1162587.653143073
1411024.0439091795,1323310.1489993185
2005037.3066792216,2079048.0436537932
1537897.1181187208,1575176.424279231
1791307.2410970302,1819842.9169944352
957283.65635498,1032915.0422485741
893435.1192151045,990177.2632115483
1331656.4939736011,1349470.9791938611
1463383.4866829738,1403764.5899146316
1131154.5183654232,1380246.7336754985
1502447.916728789,1725339.926288446
1547737.0017004237,1377912.0158913867
1539084.9218209032,1578026.2385200174
1426682.1346372126,1618586.6025732406
656971.5307242259,624272.9354015593
603714.7885821962,686707.1149618784
1155681.8670825171,1253413.9488981501
1765281.0932294582,1495518.954266936
1538401.8172936328,1252256.8107999568
1637831.3278346297,1534693.2024952737
1159207.0846165894,1040534.2630376201
88591.77016003926,159304.6444773795
613788.3219895302,673189.0161266029
1585873.833196516,1360848.6332888114
1129408.8701258716,1114316.6950311698
624244.9443876417,827223.1202754388
1117741.7573242227,1207746.5680719847
1062206.3209441437,1159891.1531232647
1891949.3478333612,1794648.9447338912
939139.0293389644,1038824.6374947336
1078779.497098722,1059201.4390167627
1023205.0409895576,1084362.9323308137
1428247.074184676,1432805.0059010168
1311067.4456660468,1456511.8544151667
1253359.9540054663,1333242.1135635162
1538903.9925451411,1687464.518662008
1031737.3848127612,1070823.9590629744
1009831.1347769842,811578.7499876386
856022.8624638612,624832.4702413119
919963.008583288,918953.3969544717
1393100.4226061562,1354056.0155595513
1130293.596703484,1183370.6123278146
1547133.3964004477,1542610.2724918174
1362436.153753944,1209962.2865676237
675919.6815570832,838810.0086841541
1572099.689856232,1659116.5894565019
1326680.2444425127,1396289.6563741216
1479758.3175267638,1593391.3316647015
1126085.1389748787,1265706.3055113358
1540997.8864851487,1512610.0838659438
1015010.5384041036,893162.3303742614
859078.6477175562,1022913.9893898536
2185480.090688329,2052568.7467323872
1306349.9922858966,1321444.193566429
1115013.1474517635,1339036.3746661893
846095.9673147105,914531.4833609979
911071.833553066,1080319.7197819827
1173695.2918510274,1121935.4666757085
1092701.392243675,1228951.8958372078
1106976.067467471,1036167.0013402863
1196996.6810854594,1237799.058332357
1050838.7041572668,1055307.5173645648
1397943.5134157222,1521556.9201060631
1359978.159938887,1328388.2563592652
1251566.478453565,1172133.321500354
705100.5115554469,662182.5585599542
1046347.12078429,995622.247522437
625990.3004351463,661968.3790940731
1495518.62392568,1212683.837496363
1174289.0805683718,1291456.0693804598
976540.0985009592,1052517.4542678627
913397.0868819004,1001829.4617704055
1557626.7809485218,1484077.0648214747
1253648.3243637006,1135819.0923448345
1426695.6863993006,1345154.029568947
1067871.6867719097,1245794.2475183192
1939603.1309040168,1875414.5979203922
1205878.7696221636,1380844.9511471554
895737.1333835076,905475.7923085545
1629573.8859278488,1493354.3575443863
314167.83427680004,291588.44007317256
1080170.906857998,1147516.6241724272
1574582.0909259126,1368919.0249423687
1243918.8107245015,1290595.9974845853
1270869.783171925,1295963.9610787416
1678347.5275379843,1825742.192354349
1543913.4325132673,1491327.0288649742
1394970.5985855695,1388593.1116491575
1417403.3118605698,1323379.5971236243
1365081.1775398466,1275708.5284225205
790555.5204463231,847355.9583626622
1385978.9841198327,1310497.1683672317
1316180.4935914932,1445135.029882419
2024121.4614732373,1884633.413755179
1309768.1961093454,1292484.1795725399
804453.869783905,795116.6392655694
1130677.4658439818,1196512.180905623
1124042.9480980486,1127810.8950429033
1447325.6396977373,1512037.788876139
1892623.5459042157,1915817.458550721
759044.6879907805,837037.4501101631
369433.3549647921,600427.2448376459
1564125.2379417687,1585221.2871225146
979568.628541252,1035938.7313877097
1514555.0821308396,1453887.721376082
960083.9968510192,928476.5569769507
1029354.4948558316,1099410.9610305703
1175289.1605114085,1245125.5136499666
1426832.048925821,1461889.1163998055
1528987.3248816102,1555025.89540555
978035.3447748432,966600.9095584089
1534479.906564421,1359288.1821527975
1502055.8173744078,1672385.0639609038
1131887.7617860057,1155470.9835644932
1246218.3100606224,1285098.523105139
738030.6498645385,796013.7661846057
1411266.4112796998,1407933.6840072041
1413729.7574052191,1268355.337190953
395440.2021544269,450419.9653353295
1114667.2494865104,1194538.6908428278
806255.875632613,861071.675796655
1048647.1655575398,1029261.8823877769
998855.579912743,917037.0880598002
1788515.8176129346,1813265.215512523
1234629.59549004,1262087.813517062
1318597.714778656,1239009.0482440456
1421715.4153436075,1390743.7754541468
864067.0615371757,805941.6022282783
1411054.3169406827,1184490.2320143976
931733.3638805776,896854.7792692566
717682.0857031762,672654.1897227447
691854.9210270025,494468.60396983754
1420469.7265189183,1440872.9927050234
886124.7256403731,922210.1079130326
1779874.753762815,1555640.4673462505
1194515.3380966587,1315159.7502130251
1535946.643113821,1414423.8529505269
917610.888395342,1114310.0669073411
1112294.776465661,1226211.2801859626
1841904.2432740403,1558219.2453877819
674657.9106630747,762607.0930822054
1144477.8789563088,1211199.659571413
1373528.5581959272,1307298.2768604932
1156979.9154217213,1160167.0041213394
1426434.644374741,1481222.1464479696
1558639.8810308038,1574536.2628399027
1016301.4433502624,889921.0532897143
1268570.8085187648,1359396.6642306182
1062095.467626749,1125940.9500730936
1714445.1746365826,1612684.4478723914
985283.8815578348,1053826.6428386378
1525205.6460323844,1555500.55128507
1113314.6988738158,1093283.9235782456
877779.3441184588,923191.3791516442
1265927.359738196,1442610.0636981134
766078.3707692815,886333.9326037099
414571.2229366215,466405.6835097815
1599996.9614292642,1663077.6698598913
1130221.2976257126,1275606.1352661564
1069292.3268591478,1186586.626755739
1597152.9012685108,1646285.8056929386
1454943.0736612405,1421135.7996867169
1376637.5056241709,1485270.6235270868
945831.1862992597,1032821.4986658911
1373589.8035017387,1303306.2780006859
1123991.977280772,1148200.407377731
977135.885657804,980526.234199462
1314348.6992100195,1255879.8194585615
1127260.1257513668,1131330.1682088687
946479.234861472,887599.7387514743
1752594.8209582944,1511035.2333921203
970177.1054222828,876455.8595292508
732244.1580695552,784194.0376266283
1170573.7698636418,1038864.8091245592
1317167.713293261,1312974.3134563821
1501917.3180956463,1589073.7507073912
850977.0123103865,990944.7474893131
1505628.4534982918,1365853.947302177
1196064.3299441882,1101342.1490846388
1424389.4833293157,1366455.8665365875
715460.4683462611,940594.5827285992
581134.9649442481,326286.2173434156
839453.2926376425,885080.1659353576
1446983.542276461,1277188.14690223
1123753.7342014324,1197000.1527697993
1191625.4399627368,1051792.5517862276
483458.5482582932,641602.4259699485
1403219.370573444,1452469.273558198
1328586.2904618224,1387672.659400275
1417275.667232232,1301720.9584191586
1506651.1565735163,1541146.948160851
1356384.6675167023,1492278.540977337
2271112.743827721,2345459.5934780515
1881075.4379420877,1872433.2270602747
1531216.8939163382,1441717.5487214974
874103.6606065923,764926.975999339
720059.8348080008,803891.1311129155
1845630.0708228927,1913093.3157024249
868435.2750090398,791350.0517985723
1689512.1795895589,1568563.4720660853
1597330.4114850054,1493455.1807616563
1108204.5868627557,1139787.7258883794
1353182.4938991645,1259781.6394290454
886536.4283747243,715026.6081458032
1298108.0001318774,1246725.6108010947
1051173.464898884,1170309.3095407723
1822448.616550664,1722436.289264997
1225796.4144416682,1144347.522917014
1417158.537395579,1494579.886324761
1593836.7851927518,1480125.8530242187
1332042.9116713523,1383607.5479501425
2092949.8613406112,2119340.252855741
1409824.6381964688,1437402.1912777969
1185743.8241796806,1359547.514875953
1043483.9151320348,947912.7099421392
1442372.0436041143,1534043.6899968288
882170.3184490805,892529.7057061265
1290784.4908596615,1328857.9741808525
852590.3528209794,743712.0633910298
1153680.146027995,1227412.5000644359
890112.5493178923,990162.9020378324
1270928.0343699888,1234828.6967929872
1578737.4363400638,1420727.8611954362
1437153.9585319315,1541126.9012647625
539483.3966111792,498428.95244018314
1428693.929893514,1441992.0326674972
1827500.8917075216,1810192.751814216
1399466.897763413,1287808.6939290166
1060123.7295704826,1068519.581813665
